League,Match,Team 1,Score 1,Team 2,Score 2,Winner,Loser,MoM,Player of Series,Top Batter,Top Bowler,Status,Venue
ICC Events,KNTKA v J & K,KNTKA,293,J & K,584 & 342/4d (113 ov),—,—,—,—,—,—,Final,"KSCA Rajnagar Stadium, Hubballi"
